win_lose,id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,league_id,season,team_long_name/0,team_long_name/1
3,7903,9810,8722,2,2,7809,2008/2009,Eintracht Frankfurt,1. FC Köln
3,7904,9912,8177,1,1,7809,2008/2009,DSC Arminia Bielefeld,Hertha BSC Berlin
1,7905,8398,9904,3,1,7809,2008/2009,FC Energie Cottbus,Hannover 96
3,7906,9788,8226,1,1,7809,2008/2009,Borussia Mönchengladbach,TSG 1899 Hoffenheim
1,7907,8295,9790,3,2,7809,2008/2009,Karlsruher SC,Hamburger SV
1,7908,9790,8295,2,1,7809,2008/2009,Hamburger SV,Karlsruher SC
3,7909,9789,9823,1,1,7809,2008/2009,Borussia Dortmund,FC Bayern Munich
2,7910,10269,8178,0,2,7809,2008/2009,VfB Stuttgart,Bayer 04 Leverkusen
3,7911,8697,10189,1,1,7809,2008/2009,SV Werder Bremen,FC Schalke 04
3,7912,8177,9912,1,1,7809,2008/2009,Hertha BSC Berlin,DSC Arminia Bielefeld
3,7913,8722,9810,1,1,7809,2008/2009,1. FC Köln,Eintracht Frankfurt
3,7914,9911,8721,2,2,7809,2008/2009,VfL Bochum,VfL Wolfsburg
3,7915,9904,8398,0,0,7809,2008/2009,Hannover 96,FC Energie Cottbus
1,7916,8226,9788,1,0,7809,2008/2009,TSG 1899 Hoffenheim,Borussia Mönchengladbach
1,7917,9790,9912,2,0,7809,2008/2009,Hamburger SV,DSC Arminia Bielefeld
3,7918,9789,8398,1,1,7809,2008/2009,Borussia Dortmund,FC Energie Cottbus
3,7919,8697,9788,1,1,7809,2008/2009,SV Werder Bremen,Borussia Mönchengladbach
1,7920,8177,9823,2,1,7809,2008/2009,Hertha BSC Berlin,FC Bayern Munich
2,7921,9810,8721,0,2,7809,2008/2009,Eintracht Frankfurt,VfL Wolfsburg
3,7922,8722,8295,0,0,7809,2008/2009,1. FC Köln,Karlsruher SC
1,7923,9911,10189,2,1,7809,2008/2009,VfL Bochum,FC Schalke 04
3,7924,9904,10269,3,3,7809,2008/2009,Hannover 96,VfB Stuttgart
2,7925,8226,8178,1,4,7809,2008/2009,TSG 1899 Hoffenheim,Bayer 04 Leverkusen
2,7926,9823,8722,1,2,7809,2008/2009,FC Bayern Munich,1. FC Köln
2,7927,8178,9790,1,2,7809,2008/2009,Bayer 04 Leverkusen,Hamburger SV
3,7928,10269,8226,3,3,7809,2008/2009,VfB Stuttgart,TSG 1899 Hoffenheim
3,7929,10189,9789,1,1,7809,2008/2009,FC Schalke 04,Borussia Dortmund
1,7930,8721,8177,2,1,7809,2008/2009,VfL Wolfsburg,Hertha BSC Berlin
3,7931,9912,9911,1,1,7809,2008/2009,DSC Arminia Bielefeld,VfL Bochum
1,7932,8398,8697,2,1,7809,2008/2009,FC Energie Cottbus,SV Werder Bremen
1,7933,9788,9904,3,2,7809,2008/2009,Borussia Mönchengladbach,Hannover 96
2,7934,8295,9810,0,1,7809,2008/2009,Karlsruher SC,Eintracht Frankfurt
2,7935,9790,8721,1,3,7809,2008/2009,Hamburger SV,VfL Wolfsburg
3,7936,9789,8226,0,0,7809,2008/2009,Borussia Dortmund,TSG 1899 Hoffenheim
3,7937,8697,9823,0,0,7809,2008/2009,SV Werder Bremen,FC Bayern Munich
1,7938,8177,9788,2,1,7809,2008/2009,Hertha BSC Berlin,Borussia Mönchengladbach
2,7939,9810,10189,1,2,7809,2008/2009,Eintracht Frankfurt,FC Schalke 04
3,7940,8722,9912,1,1,7809,2008/2009,1. FC Köln,DSC Arminia Bielefeld
1,7941,9911,8398,3,2,7809,2008/2009,VfL Bochum,FC Energie Cottbus
1,7942,9904,8178,1,0,7809,2008/2009,Hannover 96,Bayer 04 Leverkusen
2,7943,8295,10269,0,2,7809,2008/2009,Karlsruher SC,VfB Stuttgart
1,7944,9823,9904,5,1,7809,2008/2009,FC Bayern Munich,Hannover 96
3,7945,8178,9911,1,1,7809,2008/2009,Bayer 04 Leverkusen,VfL Bochum
1,7946,10269,9789,2,1,7809,2008/2009,VfB Stuttgart,Borussia Dortmund
1,7947,10189,8722,1,0,7809,2008/2009,FC Schalke 04,1. FC Köln
1,7948,8721,8295,1,0,7809,2008/2009,VfL Wolfsburg,Karlsruher SC
3,7949,9912,9810,0,0,7809,2008/2009,DSC Arminia Bielefeld,Eintracht Frankfurt
2,7950,8398,8177,1,3,7809,2008/2009,FC Energie Cottbus,Hertha BSC Berlin
1,7951,9788,9790,4,1,7809,2008/2009,Borussia Mönchengladbach,Hamburger SV
3,7952,8226,8697,0,0,7809,2008/2009,TSG 1899 Hoffenheim,SV Werder Bremen
1,7953,9790,8398,2,0,7809,2008/2009,Hamburger SV,FC Energie Cottbus
1,7954,8697,10269,4,0,7809,2008/2009,SV Werder Bremen,VfB Stuttgart
1,7955,8177,8178,1,0,7809,2008/2009,Hertha BSC Berlin,Bayer 04 Leverkusen
1,7956,8721,10189,4,3,7809,2008/2009,VfL Wolfsburg,FC Schalke 04
3,7957,9810,8226,1,1,7809,2008/2009,Eintracht Frankfurt,TSG 1899 Hoffenheim
2,7958,8722,9788,2,4,7809,2008/2009,1. FC Köln,Borussia Mönchengladbach
2,7959,9911,9823,0,3,7809,2008/2009,VfL Bochum,FC Bayern Munich
3,7960,9904,9789,4,4,7809,2008/2009,Hannover 96,Borussia Dortmund
2,7961,8295,9912,0,1,7809,2008/2009,Karlsruher SC,DSC Arminia Bielefeld
1,7962,9823,8295,1,0,7809,2008/2009,FC Bayern Munich,Karlsruher SC
3,7963,8178,9810,1,1,7809,2008/2009,Bayer 04 Leverkusen,Eintracht Frankfurt
1,7964,9789,8697,1,0,7809,2008/2009,Borussia Dortmund,SV Werder Bremen
1,7965,10269,8177,2,0,7809,2008/2009,VfB Stuttgart,Hertha BSC Berlin
2,7966,10189,9790,1,2,7809,2008/2009,FC Schalke 04,Hamburger SV
2,7967,9912,8721,0,3,7809,2008/2009,DSC Arminia Bielefeld,VfL Wolfsburg
2,7968,8398,8722,0,2,7809,2008/2009,FC Energie Cottbus,1. FC Köln
2,7969,9788,9911,0,1,7809,2008/2009,Borussia Mönchengladbach,VfL Bochum
3,7970,8226,9904,2,2,7809,2008/2009,TSG 1899 Hoffenheim,Hannover 96
1,7971,9790,8226,1,0,7809,2008/2009,Hamburger SV,TSG 1899 Hoffenheim
1,7972,8697,9904,4,1,7809,2008/2009,SV Werder Bremen,Hannover 96
2,7973,8177,9789,1,3,7809,2008/2009,Hertha BSC Berlin,Borussia Dortmund
1,7974,8721,9823,5,1,7809,2008/2009,VfL Wolfsburg,FC Bayern Munich
1,7975,9810,8398,2,1,7809,2008/2009,Eintracht Frankfurt,FC Energie Cottbus
2,7976,9912,10189,0,2,7809,2008/2009,DSC Arminia Bielefeld,FC Schalke 04
2,7977,8722,8178,0,2,7809,2008/2009,1. FC Köln,Bayer 04 Leverkusen
2,7978,9911,10269,1,2,7809,2008/2009,VfL Bochum,VfB Stuttgart
3,7979,8295,9788,0,0,7809,2008/2009,Karlsruher SC,Borussia Mönchengladbach
1,7980,9823,9810,4,0,7809,2008/2009,FC Bayern Munich,Eintracht Frankfurt
3,7981,8178,8697,1,1,7809,2008/2009,Bayer 04 Leverkusen,SV Werder Bremen
1,7982,9789,8722,3,1,7809,2008/2009,Borussia Dortmund,1. FC Köln
1,7983,10269,9790,1,0,7809,2008/2009,VfB Stuttgart,Hamburger SV
1,7984,10189,8295,2,0,7809,2008/2009,FC Schalke 04,Karlsruher SC
1,7985,8398,9912,2,1,7809,2008/2009,FC Energie Cottbus,DSC Arminia Bielefeld
1,7986,9904,8177,2,0,7809,2008/2009,Hannover 96,Hertha BSC Berlin
2,7987,9788,8721,1,2,7809,2008/2009,Borussia Mönchengladbach,VfL Wolfsburg
2,7988,8226,9911,0,3,7809,2008/2009,TSG 1899 Hoffenheim,VfL Bochum
1,7989,9790,9904,2,1,7809,2008/2009,Hamburger SV,Hannover 96
1,7990,8177,8697,2,1,7809,2008/2009,Hertha BSC Berlin,SV Werder Bremen
1,7991,10189,8398,4,0,7809,2008/2009,FC Schalke 04,FC Energie Cottbus
1,7992,8721,8178,2,1,7809,2008/2009,VfL Wolfsburg,Bayer 04 Leverkusen
1,7993,9810,9788,4,1,7809,2008/2009,Eintracht Frankfurt,Borussia Mönchengladbach
2,7994,9912,9823,0,1,7809,2008/2009,DSC Arminia Bielefeld,FC Bayern Munich
2,7995,8722,10269,0,3,7809,2008/2009,1. FC Köln,VfB Stuttgart
2,7996,9911,9789,0,2,7809,2008/2009,VfL Bochum,Borussia Dortmund
3,7997,8295,8226,2,2,7809,2008/2009,Karlsruher SC,TSG 1899 Hoffenheim
2,7998,9823,10189,0,1,7809,2008/2009,FC Bayern Munich,FC Schalke 04
2,7999,8178,8295,0,1,7809,2008/2009,Bayer 04 Leverkusen,Karlsruher SC
1,8000,9789,9790,2,0,7809,2008/2009,Borussia Dortmund,Hamburger SV
1,8001,10269,9810,2,0,7809,2008/2009,VfB Stuttgart,Eintracht Frankfurt
1,8002,8697,9911,3,2,7809,2008/2009,SV Werder Bremen,VfL Bochum
1,8003,8398,8721,2,0,7809,2008/2009,FC Energie Cottbus,VfL Wolfsburg
1,8004,9904,8722,2,1,7809,2008/2009,Hannover 96,1. FC Köln
3,8005,9788,9912,1,1,7809,2008/2009,Borussia Mönchengladbach,DSC Arminia Bielefeld
2,8006,8226,8177,0,1,7809,2008/2009,TSG 1899 Hoffenheim,Hertha BSC Berlin
1,8007,9823,8177,4,1,7809,2008/2009,FC Bayern Munich,Hertha BSC Berlin
1,8008,8178,8226,5,2,7809,2008/2009,Bayer 04 Leverkusen,TSG 1899 Hoffenheim
1,8009,10269,9904,2,0,7809,2008/2009,VfB Stuttgart,Hannover 96
1,8010,10189,9911,1,0,7809,2008/2009,FC Schalke 04,VfL Bochum
3,8011,8721,9810,2,2,7809,2008/2009,VfL Wolfsburg,Eintracht Frankfurt
2,8012,9912,9790,2,4,7809,2008/2009,DSC Arminia Bielefeld,Hamburger SV
2,8013,8398,9789,0,1,7809,2008/2009,FC Energie Cottbus,Borussia Dortmund
1,8014,9788,8697,3,2,7809,2008/2009,Borussia Mönchengladbach,SV Werder Bremen
2,8015,8295,8722,0,2,7809,2008/2009,Karlsruher SC,1. FC Köln
1,8016,9823,9788,2,1,7809,2008/2009,FC Bayern Munich,Borussia Mönchengladbach
3,8017,9790,8177,1,1,7809,2008/2009,Hamburger SV,Hertha BSC Berlin
2,8018,10189,8178,1,2,7809,2008/2009,FC Schalke 04,Bayer 04 Leverkusen
1,8019,8721,8226,4,0,7809,2008/2009,VfL Wolfsburg,TSG 1899 Hoffenheim
2,8020,9810,9789,0,2,7809,2008/2009,Eintracht Frankfurt,Borussia Dortmund
3,8021,9912,10269,2,2,7809,2008/2009,DSC Arminia Bielefeld,VfB Stuttgart
1,8022,8722,8697,1,0,7809,2008/2009,1. FC Köln,SV Werder Bremen
2,8023,9911,9904,0,2,7809,2008/2009,VfL Bochum,Hannover 96
3,8024,8295,8398,0,0,7809,2008/2009,Karlsruher SC,FC Energie Cottbus
3,8025,8178,9912,2,2,7809,2008/2009,Bayer 04 Leverkusen,DSC Arminia Bielefeld
1,8026,9789,8295,4,0,7809,2008/2009,Borussia Dortmund,Karlsruher SC
1,8027,10269,8721,4,1,7809,2008/2009,VfB Stuttgart,VfL Wolfsburg
1,8028,8697,9790,2,0,7809,2008/2009,SV Werder Bremen,Hamburger SV
1,8029,8177,9911,2,0,7809,2008/2009,Hertha BSC Berlin,VfL Bochum
2,8030,8398,9823,1,3,7809,2008/2009,FC Energie Cottbus,FC Bayern Munich
3,8031,9904,9810,1,1,7809,2008/2009,Hannover 96,Eintracht Frankfurt
1,8032,9788,10189,1,0,7809,2008/2009,Borussia Mönchengladbach,FC Schalke 04
1,8033,8226,8722,2,0,7809,2008/2009,TSG 1899 Hoffenheim,1. FC Köln
1,8034,9823,8178,3,0,7809,2008/2009,FC Bayern Munich,Bayer 04 Leverkusen
1,8035,9790,9911,3,1,7809,2008/2009,Hamburger SV,VfL Bochum
2,8036,10189,10269,1,2,7809,2008/2009,FC Schalke 04,VfB Stuttgart
1,8037,8721,9789,3,0,7809,2008/2009,VfL Wolfsburg,Borussia Dortmund
2,8038,9810,8697,0,5,7809,2008/2009,Eintracht Frankfurt,SV Werder Bremen
2,8039,9912,8226,0,2,7809,2008/2009,DSC Arminia Bielefeld,TSG 1899 Hoffenheim
2,8040,8722,8177,1,2,7809,2008/2009,1. FC Köln,Hertha BSC Berlin
2,8041,8398,9788,0,1,7809,2008/2009,FC Energie Cottbus,Borussia Mönchengladbach
2,8042,8295,9904,2,3,7809,2008/2009,Karlsruher SC,Hannover 96
1,8043,8178,9788,5,0,7809,2008/2009,Bayer 04 Leverkusen,Borussia Mönchengladbach
2,8044,9790,8722,0,1,7809,2008/2009,Hamburger SV,1. FC Köln
1,8045,9789,9912,6,0,7809,2008/2009,Borussia Dortmund,DSC Arminia Bielefeld
1,8046,10269,8398,2,0,7809,2008/2009,VfB Stuttgart,FC Energie Cottbus
2,8047,8697,8295,1,3,7809,2008/2009,SV Werder Bremen,Karlsruher SC
3,8048,8177,10189,0,0,7809,2008/2009,Hertha BSC Berlin,FC Schalke 04
1,8049,9911,9810,2,0,7809,2008/2009,VfL Bochum,Eintracht Frankfurt
2,8050,9904,8721,0,5,7809,2008/2009,Hannover 96,VfL Wolfsburg
3,8051,8226,9823,2,2,7809,2008/2009,TSG 1899 Hoffenheim,FC Bayern Munich
1,8052,9823,10269,2,1,7809,2008/2009,FC Bayern Munich,VfB Stuttgart
2,8053,10189,8226,2,3,7809,2008/2009,FC Schalke 04,TSG 1899 Hoffenheim
1,8054,8721,8697,5,1,7809,2008/2009,VfL Wolfsburg,SV Werder Bremen
2,8055,9810,9790,2,3,7809,2008/2009,Eintracht Frankfurt,Hamburger SV
3,8056,9912,9904,2,2,7809,2008/2009,DSC Arminia Bielefeld,Hannover 96
3,8057,8722,9911,1,1,7809,2008/2009,1. FC Köln,VfL Bochum
1,8058,8398,8178,3,0,7809,2008/2009,FC Energie Cottbus,Bayer 04 Leverkusen
3,8059,9788,9789,1,1,7809,2008/2009,Borussia Mönchengladbach,Borussia Dortmund
1,8060,8295,8177,4,0,7809,2008/2009,Karlsruher SC,Hertha BSC Berlin
1,8061,9790,8178,3,2,7809,2008/2009,Hamburger SV,Bayer 04 Leverkusen
3,8062,9789,10189,3,3,7809,2008/2009,Borussia Dortmund,FC Schalke 04
1,8063,8697,8398,3,0,7809,2008/2009,SV Werder Bremen,FC Energie Cottbus
3,8064,8177,8721,2,2,7809,2008/2009,Hertha BSC Berlin,VfL Wolfsburg
1,8065,9810,8295,2,1,7809,2008/2009,Eintracht Frankfurt,Karlsruher SC
2,8066,8722,9823,0,3,7809,2008/2009,1. FC Köln,FC Bayern Munich
1,8067,9911,9912,2,0,7809,2008/2009,VfL Bochum,DSC Arminia Bielefeld
1,8068,9904,9788,5,1,7809,2008/2009,Hannover 96,Borussia Mönchengladbach
3,8069,8226,10269,0,0,7809,2008/2009,TSG 1899 Hoffenheim,VfB Stuttgart
2,8070,9823,8697,2,5,7809,2008/2009,FC Bayern Munich,SV Werder Bremen
1,8071,8178,9904,4,0,7809,2008/2009,Bayer 04 Leverkusen,Hannover 96
1,8072,10269,8295,3,1,7809,2008/2009,VfB Stuttgart,Karlsruher SC
1,8073,10189,9810,1,0,7809,2008/2009,FC Schalke 04,Eintracht Frankfurt
1,8074,8721,9790,3,0,7809,2008/2009,VfL Wolfsburg,Hamburger SV
1,8075,9912,8722,2,0,7809,2008/2009,DSC Arminia Bielefeld,1. FC Köln
3,8076,8398,9911,1,1,7809,2008/2009,FC Energie Cottbus,VfL Bochum
2,8077,9788,8177,0,1,7809,2008/2009,Borussia Mönchengladbach,Hertha BSC Berlin
1,8078,8226,9789,4,1,7809,2008/2009,TSG 1899 Hoffenheim,Borussia Dortmund
1,8079,9790,9788,1,0,7809,2008/2009,Hamburger SV,Borussia Mönchengladbach
1,8080,9789,10269,3,0,7809,2008/2009,Borussia Dortmund,VfB Stuttgart
1,8081,8697,8226,5,4,7809,2008/2009,SV Werder Bremen,TSG 1899 Hoffenheim
2,8082,8177,8398,0,1,7809,2008/2009,Hertha BSC Berlin,FC Energie Cottbus
3,8083,9810,9912,1,1,7809,2008/2009,Eintracht Frankfurt,DSC Arminia Bielefeld
1,8084,8722,10189,1,0,7809,2008/2009,1. FC Köln,FC Schalke 04
2,8085,9911,8178,2,3,7809,2008/2009,VfL Bochum,Bayer 04 Leverkusen
1,8086,9904,9823,1,0,7809,2008/2009,Hannover 96,FC Bayern Munich
1,8087,8295,8721,2,1,7809,2008/2009,Karlsruher SC,VfL Wolfsburg
3,8088,9823,9911,3,3,7809,2008/2009,FC Bayern Munich,VfL Bochum
2,8089,8178,8177,0,1,7809,2008/2009,Bayer 04 Leverkusen,Hertha BSC Berlin
3,8090,9789,9904,1,1,7809,2008/2009,Borussia Dortmund,Hannover 96
1,8091,10269,8697,4,1,7809,2008/2009,VfB Stuttgart,SV Werder Bremen
3,8092,10189,8721,2,2,7809,2008/2009,FC Schalke 04,VfL Wolfsburg
2,8093,9912,8295,1,2,7809,2008/2009,DSC Arminia Bielefeld,Karlsruher SC
2,8094,8398,9790,1,2,7809,2008/2009,FC Energie Cottbus,Hamburger SV
2,8095,9788,8722,1,2,7809,2008/2009,Borussia Mönchengladbach,1. FC Köln
1,8096,8226,9810,2,1,7809,2008/2009,TSG 1899 Hoffenheim,Eintracht Frankfurt
3,8097,9790,10189,1,1,7809,2008/2009,Hamburger SV,FC Schalke 04
3,8098,8697,9789,3,3,7809,2008/2009,SV Werder Bremen,Borussia Dortmund
1,8099,8177,10269,2,1,7809,2008/2009,Hertha BSC Berlin,VfB Stuttgart
1,8100,8721,9912,4,1,7809,2008/2009,VfL Wolfsburg,DSC Arminia Bielefeld
2,8101,9810,8178,0,2,7809,2008/2009,Eintracht Frankfurt,Bayer 04 Leverkusen
1,8102,8722,8398,1,0,7809,2008/2009,1. FC Köln,FC Energie Cottbus
3,8103,9911,9788,2,2,7809,2008/2009,VfL Bochum,Borussia Mönchengladbach
2,8104,9904,8226,2,5,7809,2008/2009,Hannover 96,TSG 1899 Hoffenheim
2,8105,8295,9823,0,1,7809,2008/2009,Karlsruher SC,FC Bayern Munich
1,8106,9823,8721,4,2,7809,2008/2009,FC Bayern Munich,VfL Wolfsburg
1,8107,8178,8722,2,0,7809,2008/2009,Bayer 04 Leverkusen,1. FC Köln
3,8108,9789,8177,1,1,7809,2008/2009,Borussia Dortmund,Hertha BSC Berlin
1,8109,10269,9911,2,0,7809,2008/2009,VfB Stuttgart,VfL Bochum
3,8110,10189,9912,0,0,7809,2008/2009,FC Schalke 04,DSC Arminia Bielefeld
2,8111,8398,9810,2,3,7809,2008/2009,FC Energie Cottbus,Eintracht Frankfurt
3,8112,9904,8697,1,1,7809,2008/2009,Hannover 96,SV Werder Bremen
1,8113,9788,8295,1,0,7809,2008/2009,Borussia Mönchengladbach,Karlsruher SC
1,8114,8226,9790,3,0,7809,2008/2009,TSG 1899 Hoffenheim,Hamburger SV
1,8115,8721,10269,2,0,7809,2009/2010,VfL Wolfsburg,VfB Stuttgart
1,8116,9789,8722,1,0,7809,2009/2010,Borussia Dortmund,1. FC Köln
2,8117,8697,9810,2,3,7809,2009/2010,SV Werder Bremen,Eintracht Frankfurt
1,8118,8177,9904,1,0,7809,2009/2010,Hertha BSC Berlin,Hannover 96
3,8119,8358,9790,1,1,7809,2009/2010,SC Freiburg,Hamburger SV
2,8120,8165,10189,1,2,7809,2009/2010,1. FC Nürnberg,FC Schalke 04
3,8121,9911,9788,3,3,7809,2009/2010,VfL Bochum,Borussia Mönchengladbach
3,8122,9905,8178,2,2,7809,2009/2010,1. FSV Mainz 05,Bayer 04 Leverkusen
3,8123,8226,9823,1,1,7809,2009/2010,TSG 1899 Hoffenheim,FC Bayern Munich
1,8124,9823,9810,2,1,7809,2009/2010,FC Bayern Munich,Eintracht Frankfurt
3,8125,8178,9789,1,1,7809,2009/2010,Bayer 04 Leverkusen,Borussia Dortmund
3,8126,8177,8721,0,0,7809,2009/2010,Hertha BSC Berlin,VfL Wolfsburg
3,8127,10189,9790,3,3,7809,2009/2010,FC Schalke 04,Hamburger SV
2,8128,9911,8697,1,4,7809,2009/2010,VfL Bochum,SV Werder Bremen
1,8129,9904,10269,1,0,7809,2009/2010,Hannover 96,VfB Stuttgart
1,8130,9905,8358,3,0,7809,2009/2010,1. FSV Mainz 05,SC Freiburg
3,8131,9788,8722,0,0,7809,2009/2010,Borussia Mönchengladbach,1. FC Köln
1,8132,8226,8165,3,0,7809,2009/2010,TSG 1899 Hoffenheim,1. FC Nürnberg
2,8133,9790,9788,2,3,7809,2009/2010,Hamburger SV,Borussia Mönchengladbach
1,8134,9789,8177,2,0,7809,2009/2010,Borussia Dortmund,Hertha BSC Berlin
3,8135,10269,9823,0,0,7809,2009/2010,VfB Stuttgart,FC Bayern Munich
3,8136,10189,8178,2,2,7809,2009/2010,FC Schalke 04,Bayer 04 Leverkusen
3,8137,8721,9905,3,3,7809,2009/2010,VfL Wolfsburg,1. FSV Mainz 05
2,8138,8358,8226,0,1,7809,2009/2010,SC Freiburg,TSG 1899 Hoffenheim
1,8139,9810,9911,2,1,7809,2009/2010,Eintracht Frankfurt,VfL Bochum
2,8140,8722,9904,0,1,7809,2009/2010,1. FC Köln,Hannover 96
3,8141,8165,8697,2,2,7809,2009/2010,1. FC Nürnberg,SV Werder Bremen
3,8142,9823,10189,1,1,7809,2009/2010,FC Bayern Munich,FC Schalke 04
1,8143,8178,9810,4,0,7809,2009/2010,Bayer 04 Leverkusen,Eintracht Frankfurt
3,8144,8697,9789,1,1,7809,2009/2010,SV Werder Bremen,Borussia Dortmund
2,8145,8177,8722,0,1,7809,2009/2010,Hertha BSC Berlin,1. FC Köln
2,8146,9911,8358,1,2,7809,2009/2010,VfL Bochum,SC Freiburg
3,8147,9904,9790,2,2,7809,2009/2010,Hannover 96,Hamburger SV
1,8148,9905,8165,1,0,7809,2009/2010,1. FSV Mainz 05,1. FC Nürnberg
3,8149,9788,10269,0,0,7809,2009/2010,Borussia Mönchengladbach,VfB Stuttgart
2,8150,8226,8721,1,2,7809,2009/2010,TSG 1899 Hoffenheim,VfL Wolfsburg
3,8151,9823,8178,1,1,7809,2009/2010,FC Bayern Munich,Bayer 04 Leverkusen
2,8152,9790,9911,0,1,7809,2009/2010,Hamburger SV,VfL Bochum
3,8153,9789,9905,0,0,7809,2009/2010,Borussia Dortmund,1. FSV Mainz 05
3,8154,10269,8177,1,1,7809,2009/2010,VfB Stuttgart,Hertha BSC Berlin
1,8155,10189,9904,2,0,7809,2009/2010,FC Schalke 04,Hannover 96
2,8156,8721,8165,2,3,7809,2009/2010,VfL Wolfsburg,1. FC Nürnberg
2,8157,8358,8697,0,6,7809,2009/2010,SC Freiburg,SV Werder Bremen
2,8158,9810,9788,1,2,7809,2009/2010,Eintracht Frankfurt,Borussia Mönchengladbach
2,8159,8722,8226,0,4,7809,2009/2010,1. FC Köln,TSG 1899 Hoffenheim
1,8160,8178,10269,4,0,7809,2009/2010,Bayer 04 Leverkusen,VfB Stuttgart
3,8161,8697,8721,2,2,7809,2009/2010,SV Werder Bremen,VfL Wolfsburg
2,8162,8177,9810,1,3,7809,2009/2010,Hertha BSC Berlin,Eintracht Frankfurt
2,8163,8165,8358,0,1,7809,2009/2010,1. FC Nürnberg,SC Freiburg
3,8164,9911,8722,0,0,7809,2009/2010,VfL Bochum,1. FC Köln
2,8165,9904,9823,0,3,7809,2009/2010,Hannover 96,FC Bayern Munich
3,8166,9905,9790,1,1,7809,2009/2010,1. FSV Mainz 05,Hamburger SV
1,8167,9788,10189,1,0,7809,2009/2010,Borussia Mönchengladbach,FC Schalke 04
2,8168,8226,9789,1,2,7809,2009/2010,TSG 1899 Hoffenheim,Borussia Dortmund
1,8169,9823,9788,2,1,7809,2009/2010,FC Bayern Munich,Borussia Mönchengladbach
3,8170,9790,8226,0,0,7809,2009/2010,Hamburger SV,TSG 1899 Hoffenheim
1,8171,9789,8165,4,0,7809,2009/2010,Borussia Dortmund,1. FC Nürnberg
3,8172,10269,9911,1,1,7809,2009/2010,VfB Stuttgart,VfL Bochum
1,8173,10189,8177,2,0,7809,2009/2010,FC Schalke 04,Hertha BSC Berlin
3,8174,8721,8358,2,2,7809,2009/2010,VfL Wolfsburg,SC Freiburg
1,8175,9810,9905,2,0,7809,2009/2010,Eintracht Frankfurt,1. FSV Mainz 05
3,8176,8722,8697,0,0,7809,2009/2010,1. FC Köln,SV Werder Bremen
3,8177,9904,8178,0,0,7809,2009/2010,Hannover 96,Bayer 04 Leverkusen
2,8178,8697,10189,0,2,7809,2009/2010,SV Werder Bremen,FC Schalke 04
3,8179,8177,8178,2,2,7809,2009/2010,Hertha BSC Berlin,Bayer 04 Leverkusen
2,8180,8721,9789,1,3,7809,2009/2010,VfL Wolfsburg,Borussia Dortmund
3,8181,8358,8722,0,0,7809,2009/2010,SC Freiburg,1. FC Köln
2,8182,8165,9790,0,4,7809,2009/2010,1. FC Nürnberg,Hamburger SV
2,8183,9911,9823,1,5,7809,2009/2010,VfL Bochum,FC Bayern Munich
3,8184,9905,10269,1,1,7809,2009/2010,1. FSV Mainz 05,VfB Stuttgart
1,8185,9788,9904,5,3,7809,2009/2010,Borussia Mönchengladbach,Hannover 96
3,8186,8226,9810,1,1,7809,2009/2010,TSG 1899 Hoffenheim,Eintracht Frankfurt
1,8187,9823,8177,5,2,7809,2009/2010,FC Bayern Munich,Hertha BSC Berlin
1,8188,8178,9788,3,2,7809,2009/2010,Bayer 04 Leverkusen,Borussia Mönchengladbach
1,8189,9790,8697,2,1,7809,2009/2010,Hamburger SV,SV Werder Bremen
1,8190,9789,8358,1,0,7809,2009/2010,Borussia Dortmund,SC Freiburg
1,8191,10269,8226,3,1,7809,2009/2010,VfB Stuttgart,TSG 1899 Hoffenheim
1,8192,10189,9905,1,0,7809,2009/2010,FC Schalke 04,1. FSV Mainz 05
3,8193,9810,8721,2,2,7809,2009/2010,Eintracht Frankfurt,VfL Wolfsburg
1,8194,8722,8165,3,0,7809,2009/2010,1. FC Köln,1. FC Nürnberg
2,8195,9904,9911,2,3,7809,2009/2010,Hannover 96,VfL Bochum
1,8196,9823,8226,2,0,7809,2009/2010,FC Bayern Munich,TSG 1899 Hoffenheim
1,8197,8178,9905,4,2,7809,2009/2010,Bayer 04 Leverkusen,1. FSV Mainz 05
1,8198,9790,8358,2,0,7809,2009/2010,Hamburger SV,SC Freiburg
1,8199,10269,8721,3,1,7809,2009/2010,VfB Stuttgart,VfL Wolfsburg
1,8200,10189,8165,1,0,7809,2009/2010,FC Schalke 04,1. FC Nürnberg
1,8201,9810,8697,1,0,7809,2009/2010,Eintracht Frankfurt,SV Werder Bremen
2,8202,8722,9789,2,3,7809,2009/2010,1. FC Köln,Borussia Dortmund
2,8203,9904,8177,0,3,7809,2009/2010,Hannover 96,Hertha BSC Berlin
2,8204,9788,9911,1,2,7809,2009/2010,Borussia Mönchengladbach,VfL Bochum
1,8205,9789,9790,1,0,7809,2009/2010,Borussia Dortmund,Hamburger SV
2,8206,8697,9823,2,3,7809,2009/2010,SV Werder Bremen,FC Bayern Munich
3,8207,8177,9788,0,0,7809,2009/2010,Hertha BSC Berlin,Borussia Mönchengladbach
2,8208,8721,8722,2,3,7809,2009/2010,VfL Wolfsburg,1. FC Köln
2,8209,8358,10269,0,1,7809,2009/2010,SC Freiburg,VfB Stuttgart
3,8210,8165,9810,1,1,7809,2009/2010,1. FC Nürnberg,Eintracht Frankfurt
3,8211,9911,10189,2,2,7809,2009/2010,VfL Bochum,FC Schalke 04
